,SEXO,EDAD,NACIO,DISCA,TITU,RAMA,AMBITO,T_UNIV,ESTUDIOS_PADRE,ESTUDIOS_MADRE,IDIOMAS,NIV_ID1,NIV_ID2,MVFUERA,EST_M1,HL_E1,HL_E2,HL_E3,EST_B1,EST_B2_1,EST_B2_4,TIC,CAPITAL_CULTURAL,NIVEL_IDIOMA_MAX,MOVILIDAD_INTL,PRACTICAS_CALIDAD,PERFIL_GLOBAL
3835,2,3,1,2,11301,3,113,1,8.0,8.0,1.0,3.0,,2.0,2.0,1,2,2,2.0,,,1.0,8.0,3.0,0,3,4.5
17316,2,1,1,2,52101,2,52,1,5.0,4.0,1.0,2.0,,2.0,2.0,4,,2,2.0,,,2.0,4.5,2.0,0,0,3.17
6514,1,3,1,2,22301,1,22,1,3.0,3.0,3.0,1.0,2.0,2.0,2.0,4,,1,2.0,,,3.0,3.0,2.0,0,0,4.17
18585,2,1,1,2,54101,2,54,1,8.0,8.0,1.0,2.0,,2.0,2.0,3,2,2,1.0,1,2,2.0,8.0,2.0,0,2,3.17
2265,2,2,1,2,11301,3,113,1,8.0,8.0,1.0,1.0,,2.0,2.0,3,2,1,1.0,2,1,2.0,8.0,1.0,0,2,1.83
12533,1,2,1,2,41301,3,413,1,4.0,4.0,2.0,1.0,2.0,2.0,2.0,1,1,2,1.0,1,2,2.0,4.0,2.0,0,3,3.67
19052,1,1,1,2,61901,4,61,1,4.0,6.0,1.0,2.0,,2.0,2.0,2,2,2,2.0,,,3.0,5.0,2.0,0,1,3.17
6792,2,1,1,2,23101,1,23,1,4.0,8.0,1.0,1.0,,1.0,2.0,1,1,2,2.0,,,1.0,6.0,1.0,1,3,5.83
947,2,1,1,2,11201,3,112,1,,4.0,0.0,,,2.0,2.0,1,2,1,1.0,1,2,2.0,4.0,0.0,0,3,0.0
1801,2,1,1,2,11201,3,112,3,7.0,3.0,2.0,,,2.0,2.0,3,1,2,2.0,,,1.0,5.0,0.0,0,2,1.0
27292,1,3,1,2,91301,5,913,1,8.0,8.0,2.0,2.0,2.0,2.0,2.0,1,4,1,2.0,,,2.0,8.0,2.0,0,3,3.67
15820,2,3,1,2,42101,3,42,4,4.0,4.0,1.0,2.0,,2.0,2.0,4,,1,2.0,,,2.0,4.0,2.0,0,0,3.17
22577,2,2,1,2,71901,4,71,1,7.0,8.0,1.0,2.0,,2.0,2.0,2,2,2,1.0,1,1,3.0,7.5,2.0,0,1,3.17
16764,2,3,1,2,51201,2,51,1,8.0,6.0,2.0,2.0,1.0,2.0,2.0,1,1,2,2.0,,,2.0,7.0,2.0,0,3,3.67
26555,2,1,1,2,91201,5,912,1,8.0,8.0,1.0,1.0,,2.0,2.0,1,9,2,1.0,2,2,2.0,8.0,1.0,0,3,1.83
25090,1,3,1,2,81103,4,81,1,6.0,8.0,2.0,1.0,3.0,1.0,2.0,1,1,1,2.0,,,3.0,7.0,3.0,1,3,9.0
28154,2,1,1,2,91301,5,913,1,7.0,4.0,2.0,1.0,2.0,2.0,2.0,1,4,2,1.0,1,2,1.0,5.5,2.0,0,3,3.67
18427,1,3,1,2,53301,2,53,2,8.0,5.0,2.0,1.0,1.0,2.0,2.0,4,,1,2.0,,,3.0,6.5,1.0,0,0,2.33
4548,2,2,1,2,21101,1,211,3,4.0,4.0,1.0,1.0,,1.0,2.0,1,1,2,2.0,,,3.0,4.0,1.0,1,3,5.83
13300,1,2,1,2,41301,3,413,1,8.0,8.0,1.0,1.0,,1.0,2.0,4,,1,2.0,,,3.0,8.0,1.0,1,0,5.83
2498,2,1,1,2,11301,3,113,1,5.0,4.0,1.0,2.0,,2.0,2.0,1,2,2,1.0,1,2,1.0,4.5,2.0,0,3,3.17
29769,2,3,1,2,92301,3,92,4,8.0,8.0,1.0,1.0,,1.0,2.0,4,,1,2.0,,,1.0,8.0,1.0,1,0,5.83
8923,2,1,1,2,31301,5,313,1,4.0,4.0,3.0,1.0,1.0,2.0,1.0,1,1,2,1.0,1,2,2.0,4.0,1.0,1,3,6.83
1186,2,2,1,2,11201,3,112,3,2.0,4.0,1.0,2.0,,2.0,2.0,1,1,1,2.0,,,1.0,3.0,2.0,0,3,3.17
25777,1,1,1,2,84101,5,84,1,5.0,7.0,2.0,2.0,2.0,2.0,1.0,1,1,2,1.0,2,2,2.0,6.0,2.0,1,3,7.67
16270,2,2,1,2,51101,2,51,1,8.0,8.0,1.0,1.0,,2.0,2.0,3,5,2,2.0,,,2.0,8.0,1.0,0,2,1.83
10323,2,1,1,2,31406,3,31,1,4.0,3.0,1.0,1.0,,1.0,1.0,1,2,1,1.0,1,2,2.0,3.5,1.0,1,3,5.83
12499,2,1,1,2,41301,3,413,1,5.0,4.0,2.0,1.0,1.0,2.0,2.0,3,3,2,1.0,1,2,2.0,4.5,1.0,0,2,2.33
15628,1,3,1,2,42101,3,42,2,6.0,6.0,0.0,,,2.0,2.0,4,,1,1.0,1,2,1.0,6.0,0.0,0,0,0.0
28464,1,1,1,2,91501,5,91,1,6.0,6.0,1.0,,,2.0,1.0,1,3,2,2.0,,,1.0,6.0,0.0,1,3,4.5
14434,2,1,1,2,41601,3,41,1,6.0,5.0,2.0,1.0,1.0,2.0,1.0,4,,2,1.0,1,2,2.0,5.5,1.0,1,0,6.33
30686,1,2,1,2,101401,3,1014,1,3.0,3.0,1.0,1.0,,1.0,1.0,4,,2,1.0,1,2,2.0,3.0,1.0,1,0,5.83
7325,2,2,1,2,23104,1,23,1,,8.0,3.0,1.0,2.0,1.0,2.0,4,,1,1.0,1,2,2.0,8.0,2.0,1,0,8.17
20035,1,2,1,2,61901,4,61,1,4.0,3.0,0.0,,,2.0,2.0,1,5,2,2.0,,,3.0,3.5,0.0,0,3,0.0
21878,1,1,1,2,71502,4,71,1,7.0,5.0,2.0,1.0,1.0,1.0,1.0,2,1,2,1.0,1,2,3.0,6.0,1.0,1,1,6.33
16870,2,1,1,2,51201,2,51,1,6.0,4.0,1.0,2.0,,1.0,2.0,1,1,1,1.0,1,2,2.0,5.0,2.0,1,3,7.17
16396,1,2,1,2,51101,2,51,1,8.0,8.0,2.0,1.0,2.0,2.0,2.0,3,1,1,2.0,,,2.0,8.0,2.0,0,2,3.67
2863,2,2,1,2,11301,3,113,1,4.0,4.0,1.0,3.0,,2.0,2.0,1,1,1,1.0,1,2,2.0,4.0,3.0,0,3,4.5
30847,1,1,1,2,101501,3,1015,1,8.0,8.0,1.0,1.0,,2.0,2.0,4,,2,2.0,,,2.0,8.0,1.0,0,0,1.83
5123,1,2,1,2,21301,1,21,1,7.0,8.0,1.0,2.0,,2.0,2.0,1,1,2,1.0,1,2,3.0,7.5,2.0,0,3,3.17
19649,1,1,1,2,61901,4,61,1,3.0,3.0,1.0,1.0,,2.0,2.0,2,1,2,1.0,1,1,3.0,3.0,1.0,0,1,1.83
21338,1,3,1,2,71501,4,71,1,3.0,3.0,2.0,1.0,3.0,2.0,2.0,4,,1,2.0,,,3.0,3.0,3.0,0,0,5.0
20152,2,1,1,2,71101,4,71,1,8.0,8.0,1.0,2.0,,2.0,2.0,2,1,1,2.0,,,2.0,8.0,2.0,0,1,3.17
26631,1,2,1,2,91201,5,912,1,8.0,7.0,3.0,1.0,2.0,2.0,2.0,3,5,1,2.0,,,3.0,7.5,2.0,0,2,4.17
8538,1,3,1,2,31101,3,311,1,4.0,3.0,1.0,1.0,,2.0,2.0,1,1,1,2.0,,,2.0,3.5,1.0,0,3,1.83
24333,2,3,1,2,73202,4,73,1,7.0,7.0,1.0,1.0,,1.0,2.0,4,,2,1.0,1,2,2.0,7.0,1.0,1,0,5.83
17370,2,2,1,2,52101,2,52,2,4.0,4.0,2.0,1.0,3.0,2.0,2.0,2,1,1,2.0,,,2.0,4.0,3.0,0,1,5.0
23341,2,2,1,2,73101,4,73,1,4.0,5.0,1.0,2.0,,2.0,2.0,2,2,2,2.0,,,3.0,4.5,2.0,0,1,3.17
10363,2,2,1,2,32101,3,32,4,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1,1,1,1.0,1,2,2.0,3.0,3.0,0,3,5.0
12315,1,2,1,2,41301,3,413,1,8.0,8.0,1.0,2.0,,2.0,2.0,4,,1,2.0,,,2.0,8.0,2.0,0,0,3.17
9513,2,3,3,2,31301,5,313,2,3.0,2.0,1.0,2.0,,2.0,2.0,1,2,2,1.0,1,2,3.0,2.5,2.0,0,3,3.17
28303,1,2,1,2,91402,5,91,1,4.0,4.0,,,,2.0,2.0,1,1,1,1.0,1,2,2.0,4.0,0.0,0,3,
22861,2,2,1,2,72101,5,72,1,6.0,8.0,2.0,2.0,1.0,2.0,2.0,1,1,1,2.0,,,2.0,7.0,2.0,0,3,3.67
1748,2,1,1,2,11201,3,112,3,4.0,8.0,2.0,1.0,1.0,1.0,2.0,1,4,2,2.0,,,2.0,6.0,1.0,1,3,6.33
30280,1,1,1,2,101401,3,1014,3,8.0,8.0,1.0,1.0,,2.0,1.0,1,2,2,1.0,2,2,2.0,8.0,1.0,1,3,5.83
23316,2,2,1,2,73101,4,73,3,8.0,8.0,2.0,1.0,1.0,2.0,2.0,2,1,2,2.0,,,2.0,8.0,1.0,0,1,2.33
12273,1,3,1,2,41301,3,413,1,8.0,7.0,1.0,2.0,,2.0,2.0,4,,1,2.0,,,2.0,7.5,2.0,0,0,3.17
5877,1,2,1,2,22202,1,22,1,4.0,5.0,3.0,3.0,1.0,2.0,2.0,4,,1,2.0,,,3.0,4.5,3.0,0,0,5.5
1046,2,1,1,2,11201,3,112,1,2.0,,1.0,3.0,,2.0,2.0,4,,2,2.0,,,1.0,2.0,3.0,0,0,4.5
7184,2,3,1,2,23103,1,23,1,4.0,4.0,2.0,1.0,1.0,2.0,2.0,1,3,1,1.0,1,2,1.0,4.0,1.0,0,3,2.33
8782,1,3,1,2,31201,3,31,3,4.0,4.0,1.0,2.0,,2.0,2.0,4,,1,2.0,,,2.0,4.0,2.0,0,0,3.17
18631,2,1,1,2,54101,2,54,1,3.0,4.0,2.0,1.0,2.0,2.0,2.0,4,,2,1.0,1,2,2.0,3.5,2.0,0,0,3.67
22511,2,2,1,2,71603,4,71,1,,8.0,2.0,1.0,2.0,2.0,2.0,4,,2,1.0,9,9,2.0,8.0,2.0,0,0,3.67
31415,1,3,1,2,101501,3,1015,4,8.0,8.0,2.0,2.0,3.0,2.0,2.0,4,,1,2.0,,,2.0,8.0,3.0,0,0,5.0
13470,1,1,1,2,41302,3,413,1,7.0,4.0,1.0,,,2.0,2.0,1,1,2,2.0,,,2.0,5.5,0.0,0,3,0.5
27480,2,3,1,2,91301,5,913,1,3.0,3.0,1.0,2.0,,2.0,2.0,1,1,1,1.0,1,2,2.0,3.0,2.0,0,3,3.17
11635,2,1,3,2,41301,3,413,1,7.0,6.0,4.0,1.0,1.0,1.0,1.0,3,5,2,1.0,1,2,2.0,6.5,1.0,1,2,7.33
14803,2,2,1,2,42101,3,42,1,8.0,8.0,1.0,1.0,,2.0,2.0,3,5,2,2.0,,,2.0,8.0,1.0,0,2,1.83
30224,2,2,1,2,92301,3,92,1,4.0,4.0,2.0,3.0,3.0,2.0,1.0,1,4,1,1.0,1,2,1.0,4.0,3.0,1,3,9.0
11405,2,1,1,2,41301,3,413,1,8.0,5.0,2.0,2.0,3.0,2.0,2.0,1,4,2,2.0,,,1.0,6.5,3.0,0,3,5.0
22257,1,1,1,2,71503,4,71,1,3.0,3.0,1.0,1.0,,2.0,2.0,2,2,1,1.0,1,2,2.0,3.0,1.0,0,1,1.83
4293,1,3,1,2,11901,3,11,3,3.0,3.0,1.0,3.0,,2.0,2.0,1,2,2,1.0,1,2,2.0,3.0,3.0,0,3,4.5
7841,1,1,2,2,31101,3,311,1,8.0,8.0,2.0,1.0,1.0,1.0,1.0,1,1,2,1.0,2,2,2.0,8.0,1.0,1,3,6.33
30208,1,1,3,2,92301,3,92,1,7.0,7.0,1.0,1.0,,1.0,2.0,1,2,2,1.0,1,2,2.0,7.0,1.0,1,3,5.83
20610,2,3,1,2,71402,4,71,1,2.0,2.0,1.0,2.0,,2.0,2.0,4,,2,1.0,1,2,2.0,2.0,2.0,0,0,3.17
543,2,1,1,2,11101,3,11,1,3.0,3.0,1.0,2.0,,2.0,2.0,1,1,1,1.0,1,2,1.0,3.0,2.0,0,3,3.17
15057,2,2,1,2,42101,3,42,1,,6.0,1.0,2.0,,2.0,2.0,2,9,2,1.0,1,2,2.0,6.0,2.0,0,1,3.17
9245,1,1,1,2,31301,5,313,1,3.0,2.0,1.0,2.0,,2.0,2.0,1,1,2,1.0,1,2,2.0,2.5,2.0,0,3,3.17
6937,2,1,1,2,23101,1,23,1,6.0,6.0,3.0,1.0,1.0,2.0,1.0,3,2,1,1.0,2,2,2.0,6.0,1.0,1,2,6.83
29128,2,2,1,2,91505,5,91,1,6.0,8.0,0.0,,,2.0,2.0,1,1,2,2.0,,,1.0,7.0,0.0,0,3,0.0
9449,2,2,1,2,31301,3,313,1,2.0,3.0,1.0,2.0,,2.0,2.0,4,,2,1.0,1,2,2.0,2.5,2.0,0,0,3.17
17887,2,1,1,2,53101,2,53,1,4.0,4.0,1.0,2.0,,2.0,2.0,2,2,2,1.0,1,2,2.0,4.0,2.0,0,1,3.17
11727,1,1,1,2,41301,3,413,1,4.0,4.0,0.0,,,2.0,2.0,2,4,2,1.0,1,1,2.0,4.0,0.0,0,1,0.0
27528,2,1,1,2,91301,5,913,3,3.0,8.0,1.0,1.0,,1.0,2.0,1,5,2,1.0,1,2,2.0,5.5,1.0,1,3,5.83
26490,1,1,1,2,91201,5,912,1,3.0,5.0,2.0,2.0,3.0,2.0,2.0,1,5,2,1.0,1,2,2.0,4.0,3.0,0,3,5.0
7142,1,1,1,2,23103,1,23,1,,2.0,2.0,1.0,1.0,1.0,2.0,4,,2,1.0,1,2,2.0,2.0,1.0,1,0,6.33
7208,1,2,1,2,23104,1,23,1,7.0,5.0,3.0,1.0,3.0,1.0,1.0,4,,1,1.0,1,2,2.0,6.0,3.0,1,0,9.5
28961,1,1,1,2,91504,5,91,3,4.0,8.0,3.0,1.0,2.0,2.0,2.0,1,1,2,2.0,,,2.0,6.0,2.0,0,3,4.17
29620,2,1,1,2,92301,3,92,1,2.0,4.0,1.0,2.0,,,2.0,1,2,1,2.0,,,2.0,3.0,2.0,0,3,3.17
30494,1,1,1,2,101401,3,1014,1,4.0,8.0,2.0,1.0,3.0,1.0,2.0,1,2,1,2.0,,,2.0,6.0,3.0,1,3,9.0
4264,1,2,1,2,11901,3,11,1,8.0,8.0,1.0,2.0,,2.0,1.0,1,1,1,2.0,,,2.0,8.0,2.0,1,3,7.17
29254,2,1,1,2,91601,5,91,1,,,0.0,,,2.0,2.0,1,2,2,1.0,1,2,2.0,,0.0,0,3,0.0
12663,1,3,1,2,41301,3,413,3,5.0,4.0,0.0,,,2.0,2.0,4,,1,2.0,,,2.0,4.5,0.0,0,0,0.0
20950,1,3,1,2,71404,4,71,1,7.0,3.0,1.0,3.0,,2.0,2.0,4,,1,2.0,,,3.0,5.0,3.0,0,0,4.5
30979,2,3,1,2,101501,3,1015,1,,3.0,1.0,2.0,,2.0,2.0,1,1,1,2.0,,,2.0,3.0,2.0,0,3,3.17
23919,2,2,1,2,73201,4,73,1,2.0,8.0,2.0,2.0,3.0,2.0,2.0,4,,1,2.0,,,2.0,5.0,3.0,0,0,5.0
5296,2,1,1,2,21301,1,21,1,8.0,8.0,2.0,1.0,2.0,2.0,1.0,1,1,2,1.0,2,2,3.0,8.0,2.0,1,3,7.67
26770,1,2,1,2,91201,5,912,1,4.0,4.0,1.0,2.0,,2.0,2.0,1,5,1,2.0,,,2.0,4.0,2.0,0,3,3.17
23196,1,2,1,2,72401,4,72,3,5.0,4.0,2.0,2.0,1.0,1.0,2.0,4,,1,2.0,,,3.0,4.5,2.0,1,0,7.67
11126,1,3,1,2,41201,3,41,1,4.0,3.0,1.0,1.0,,2.0,2.0,4,,1,2.0,,,2.0,3.5,1.0,0,0,1.83
474,2,1,1,2,11101,3,11,1,3.0,3.0,1.0,2.0,,2.0,2.0,1,1,2,1.0,1,2,2.0,3.0,2.0,0,3,3.17
12349,1,1,1,2,41301,3,413,3,8.0,6.0,2.0,1.0,1.0,2.0,1.0,3,3,1,1.0,2,2,1.0,7.0,1.0,1,2,6.33
17068,2,1,1,2,51901,5,51,1,8.0,8.0,2.0,1.0,2.0,1.0,2.0,1,1,2,1.0,2,2,2.0,8.0,2.0,1,3,7.67
22848,2,3,1,2,72101,2,72,1,3.0,8.0,3.0,1.0,2.0,2.0,2.0,1,1,2,2.0,,,2.0,5.5,2.0,0,3,4.17
19970,1,3,1,2,61901,4,61,1,4.0,2.0,3.0,1.0,2.0,2.0,2.0,4,,1,2.0,,,3.0,3.0,2.0,0,0,4.17
6972,1,1,2,2,23101,1,23,1,8.0,8.0,3.0,1.0,1.0,2.0,2.0,2,1,1,2.0,,,2.0,8.0,1.0,0,1,2.83
20740,2,3,1,2,71403,4,71,1,8.0,5.0,1.0,2.0,,2.0,2.0,2,2,1,2.0,,,2.0,6.5,2.0,0,1,3.17
10689,2,1,1,2,32102,3,32,1,5.0,6.0,1.0,1.0,,2.0,2.0,2,1,1,1.0,1,2,2.0,5.5,1.0,0,1,1.83
4546,1,2,1,2,21101,3,211,1,4.0,5.0,1.0,3.0,,2.0,2.0,1,1,1,2.0,,,1.0,4.5,3.0,0,3,4.5
2140,1,3,1,2,11301,3,113,1,3.0,3.0,1.0,1.0,,2.0,2.0,1,3,1,1.0,1,2,2.0,3.0,1.0,0,3,1.83
24298,1,3,1,2,73202,4,73,3,8.0,8.0,1.0,,,1.0,2.0,4,,1,2.0,,,2.0,8.0,0.0,1,0,4.5
13837,1,1,1,2,41401,3,41,1,6.0,7.0,2.0,1.0,3.0,2.0,1.0,2,2,1,1.0,1,1,2.0,6.5,3.0,1,1,9.0
25847,2,2,1,2,84101,5,84,1,5.0,7.0,1.0,2.0,,2.0,2.0,3,5,1,1.0,1,2,2.0,6.0,2.0,0,2,3.17
14942,1,1,1,2,42101,3,42,1,8.0,8.0,2.0,1.0,1.0,2.0,1.0,1,2,2,1.0,2,2,3.0,8.0,1.0,1,3,6.33
23927,2,2,1,2,73201,4,73,1,6.0,6.0,2.0,3.0,2.0,1.0,2.0,3,2,2,1.0,1,2,2.0,6.0,3.0,1,2,9.0
4518,2,1,1,2,21101,3,211,1,8.0,8.0,3.0,1.0,1.0,1.0,2.0,2,5,2,1.0,1,2,3.0,8.0,1.0,1,1,6.83
28642,1,1,1,2,91501,5,91,3,4.0,6.0,2.0,1.0,1.0,2.0,2.0,3,5,2,1.0,1,2,2.0,5.0,1.0,0,2,2.33
21787,1,1,1,2,71502,4,71,1,8.0,8.0,1.0,1.0,,2.0,2.0,1,1,2,2.0,,,3.0,8.0,1.0,0,3,1.83
357,2,2,1,2,11101,3,11,3,8.0,7.0,1.0,2.0,,2.0,2.0,1,1,1,1.0,1,2,2.0,7.5,2.0,0,3,3.17
11681,2,2,1,2,41301,3,413,1,6.0,8.0,1.0,3.0,,2.0,2.0,2,1,2,2.0,,,2.0,7.0,3.0,0,1,4.5
22809,1,2,1,2,72101,2,72,1,8.0,6.0,1.0,1.0,,1.0,2.0,3,2,1,2.0,,,2.0,7.0,1.0,1,2,5.83
17552,1,2,1,2,52101,2,52,1,8.0,8.0,3.0,1.0,1.0,1.0,2.0,4,,1,2.0,,,2.0,8.0,1.0,1,0,6.83
12233,2,1,1,2,41301,3,413,1,,7.0,1.0,1.0,,1.0,1.0,3,5,2,2.0,,,2.0,7.0,1.0,1,2,5.83
19391,1,3,1,2,61901,4,61,3,7.0,5.0,1.0,2.0,,2.0,2.0,4,,1,2.0,,,3.0,6.0,2.0,0,0,3.17
14097,1,1,1,2,41403,3,41,3,3.0,5.0,2.0,2.0,2.0,1.0,2.0,1,4,1,2.0,,,2.0,4.0,2.0,1,3,7.67
7221,2,1,1,2,23104,1,23,1,7.0,8.0,3.0,1.0,2.0,2.0,1.0,1,1,1,1.0,1,2,2.0,7.5,2.0,1,3,8.17
17662,2,1,1,2,53101,2,53,1,3.0,3.0,1.0,2.0,,2.0,2.0,2,1,2,1.0,1,2,2.0,3.0,2.0,0,1,3.17
20286,2,1,1,2,71301,4,71,1,5.0,8.0,2.0,1.0,2.0,1.0,2.0,1,2,2,2.0,,,2.0,6.5,2.0,1,3,7.67
28416,2,1,1,2,91501,5,91,1,5.0,6.0,1.0,2.0,,2.0,2.0,1,3,2,2.0,,,2.0,5.5,2.0,0,3,3.17
2765,1,1,1,2,11301,3,113,1,6.0,5.0,1.0,1.0,,1.0,2.0,1,3,2,1.0,1,2,1.0,5.5,1.0,1,3,5.83
8614,1,1,1,2,31201,3,31,1,4.0,4.0,3.0,1.0,2.0,2.0,2.0,4,,2,1.0,1,2,2.0,4.0,2.0,0,0,4.17
25092,1,3,1,1,81103,4,81,1,2.0,1.0,1.0,3.0,,2.0,2.0,4,,1,2.0,,,2.0,1.5,3.0,0,0,4.5
5631,1,3,1,2,21401,1,21,1,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4,,1,1.0,1,2,2.0,3.0,3.0,0,0,5.0
23996,2,2,1,2,73201,4,73,1,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3,3,2,1.0,1,2,2.0,2.5,2.0,1,2,7.67
3896,1,1,1,2,11401,3,11,1,7.0,6.0,2.0,1.0,3.0,2.0,2.0,3,2,1,2.0,,,2.0,6.5,3.0,0,2,5.0
1700,2,1,1,2,11201,3,112,1,8.0,3.0,2.0,2.0,1.0,2.0,2.0,1,1,2,2.0,,,2.0,5.5,2.0,0,3,3.67
21924,1,1,1,2,71503,4,71,1,8.0,6.0,1.0,2.0,,1.0,2.0,3,4,2,2.0,,,2.0,7.0,2.0,1,2,7.17
8099,1,2,1,2,31101,3,311,1,4.0,5.0,1.0,2.0,,2.0,2.0,4,,2,2.0,,,2.0,4.5,2.0,0,0,3.17
11756,2,1,1,2,41301,3,413,1,,,4.0,1.0,2.0,2.0,1.0,1,2,1,1.0,2,2,2.0,,2.0,1,3,8.67
16131,1,1,1,2,42101,3,42,1,,,0.0,,,2.0,2.0,3,5,1,2.0,,,2.0,,0.0,0,2,0.0
16801,2,2,1,2,51201,2,51,1,8.0,8.0,1.0,1.0,,2.0,2.0,4,,2,2.0,,,2.0,8.0,1.0,0,0,1.83
25943,2,3,1,2,84101,5,84,3,4.0,5.0,0.0,,,2.0,2.0,3,5,2,2.0,,,1.0,4.5,0.0,0,2,0.0
10127,1,1,1,2,31404,1,31,1,6.0,4.0,1.0,2.0,,2.0,2.0,4,,1,1.0,1,2,3.0,5.0,2.0,0,0,3.17
22425,1,1,1,2,71601,4,71,1,5.0,7.0,2.0,1.0,3.0,2.0,2.0,1,1,2,1.0,1,2,3.0,6.0,3.0,0,3,5.0
2559,2,2,1,2,11301,3,113,3,3.0,8.0,1.0,2.0,,2.0,2.0,2,2,2,2.0,,,2.0,5.5,2.0,0,1,3.17
15990,2,1,1,2,42101,3,42,3,8.0,8.0,3.0,1.0,2.0,2.0,2.0,4,,2,1.0,1,2,2.0,8.0,2.0,0,0,4.17
7147,2,2,1,2,23103,1,23,1,8.0,6.0,3.0,1.0,1.0,2.0,1.0,2,1,1,1.0,1,2,2.0,7.0,1.0,1,1,6.83
18934,2,2,1,2,54201,2,54,1,8.0,8.0,1.0,1.0,,2.0,1.0,1,1,2,1.0,1,2,3.0,8.0,1.0,1,3,5.83
13399,1,2,1,2,41302,3,413,1,8.0,6.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2.0,,,2.0,7.0,2.0,0,3,3.67
13939,2,1,1,2,41401,3,41,1,8.0,8.0,2.0,1.0,1.0,1.0,2.0,3,5,2,2.0,,,2.0,8.0,1.0,1,2,6.33
280,2,1,1,2,11101,3,11,1,7.0,4.0,1.0,1.0,,2.0,1.0,4,,1,2.0,,,2.0,5.5,1.0,1,0,5.83
23491,1,2,1,2,73101,4,73,1,8.0,5.0,3.0,1.0,1.0,1.0,1.0,1,2,2,2.0,,,3.0,6.5,1.0,1,3,6.83
21507,1,1,1,2,71502,4,71,1,5.0,8.0,1.0,1.0,,1.0,2.0,1,2,2,2.0,,,3.0,6.5,1.0,1,3,5.83
2826,2,1,1,2,11301,3,113,3,8.0,7.0,3.0,,,1.0,2.0,1,9,1,2.0,,,1.0,7.5,0.0,1,3,5.5
12613,2,1,1,2,41301,3,413,1,3.0,6.0,1.0,2.0,,2.0,2.0,3,2,2,1.0,1,2,2.0,4.5,2.0,0,2,3.17
934,2,1,1,2,11201,3,112,1,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1,3,1,1.0,1,2,3.0,4.0,2.0,0,3,3.67
24245,1,1,1,2,73202,4,73,1,7.0,8.0,1.0,2.0,,2.0,2.0,1,2,2,2.0,,,2.0,7.5,2.0,0,3,3.17
17686,1,2,1,2,53101,2,53,1,4.0,3.0,,,,2.0,2.0,1,2,1,1.0,1,1,3.0,3.5,0.0,0,3,
17064,2,1,1,2,51901,2,51,1,8.0,8.0,2.0,1.0,2.0,1.0,2.0,1,1,2,1.0,2,2,2.0,8.0,2.0,1,3,7.67
23625,1,2,1,2,73101,4,73,1,8.0,8.0,3.0,1.0,2.0,2.0,1.0,2,2,2,1.0,2,2,2.0,8.0,2.0,1,1,8.17
30240,2,3,1,2,92301,3,92,1,3.0,3.0,2.0,1.0,3.0,2.0,2.0,1,2,1,2.0,,,3.0,3.0,3.0,0,3,5.0
8847,1,1,1,2,31301,5,313,1,6.0,8.0,1.0,2.0,,2.0,2.0,3,3,2,2.0,,,2.0,7.0,2.0,0,2,3.17
16664,1,2,1,2,51101,2,51,1,8.0,7.0,1.0,3.0,,2.0,2.0,1,1,2,,,,1.0,7.5,3.0,0,3,4.5
12392,2,1,1,2,41301,3,413,1,,4.0,1.0,1.0,,1.0,2.0,1,1,2,2.0,,,2.0,4.0,1.0,1,3,5.83
21101,1,2,1,2,71404,4,71,1,7.0,6.0,2.0,1.0,3.0,2.0,2.0,2,3,1,2.0,,,2.0,6.5,3.0,0,1,5.0
27993,2,3,1,2,91301,5,913,1,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1,5,1,2.0,,,1.0,3.0,2.0,0,3,3.67
27572,1,1,1,2,91301,5,913,1,8.0,8.0,1.0,2.0,,2.0,2.0,1,5,2,1.0,1,2,2.0,8.0,2.0,0,3,3.17
19178,1,3,1,2,61901,4,61,3,8.0,5.0,1.0,2.0,,2.0,2.0,1,1,1,2.0,,,3.0,6.5,2.0,0,3,3.17
23251,1,1,1,2,72401,4,72,1,5.0,8.0,3.0,1.0,2.0,1.0,1.0,4,,1,1.0,2,2,2.0,6.5,2.0,1,0,8.17
18282,2,2,1,2,53203,4,53,1,4.0,5.0,2.0,1.0,3.0,1.0,1.0,1,2,2,1.0,2,2,2.0,4.5,3.0,1,3,9.0
26785,2,1,1,2,91201,5,912,1,8.0,8.0,1.0,1.0,,2.0,2.0,1,5,2,2.0,,,2.0,8.0,1.0,0,3,1.83
30642,1,2,1,2,101401,3,1014,1,3.0,3.0,1.0,2.0,,2.0,2.0,1,1,2,1.0,1,2,2.0,3.0,2.0,0,3,3.17
7909,2,2,1,2,31101,3,311,1,4.0,6.0,2.0,1.0,3.0,2.0,2.0,1,1,2,1.0,1,2,2.0,5.0,3.0,0,3,5.0
558,2,3,1,2,11101,3,11,1,3.0,2.0,1.0,2.0,,2.0,2.0,1,1,1,2.0,,,1.0,2.5,2.0,0,3,3.17
17188,2,3,1,2,52101,2,52,2,8.0,6.0,1.0,2.0,,2.0,2.0,4,,1,2.0,,,2.0,7.0,2.0,0,0,3.17
10632,1,2,1,2,32102,3,32,1,,,1.0,2.0,,2.0,2.0,1,1,2,1.0,1,2,2.0,,2.0,0,3,3.17
